Team	Year	Kicker	Distance	Success
KC	2005	Tynes	47	1
KC	2005	Tynes	34	1
KC	2005	Tynes	41	0
KC	2005	Tynes	19	1
KC	2005	Tynes	52	0
KC	2005	Tynes	39	1
KC	2005	Tynes	24	1
KC	2005	Tynes	23	1
IND	2005	Vanderjagt	20	1
IND	2005	Vanderjagt	41	1
IND	2005	Vanderjagt	20	1
IND	2005	Vanderjagt	23	1
IND	2005	Vanderjagt	20	1
IND	2005	Vanderjagt	48	0
IND	2005	Vanderjagt	22	1
IND	2005	Vanderjagt	36	1
IND	2005	Vanderjagt	35	1
IND	2005	Vanderjagt	20	1
IND	2005	Vanderjagt	45	1
IND	2005	Vanderjagt	19	1
IND	2005	Vanderjagt	29	1
IND	2005	Vanderjagt	48	1
IND	2005	Vanderjagt	44	1
IND	2005	Vanderjagt	28	1
IND	2005	Vanderjagt	40	1
IND	2005	Vanderjagt	34	1
IND	2005	Vanderjagt	38	1
IND	2005	Vanderjagt	46	1
IND	2005	Vanderjagt	32	1
IND	2005	Vanderjagt	24	1
IND	2005	Vanderjagt	31	0
IND	2005	Vanderjagt	32	1
IND	2005	Vanderjagt	44	1
IND	2005	Vanderjagt	20	1
IND	2005	Vanderjagt	46	0
NE	2005	Vinatieri	26	1
NE	2005	Vinatieri	45	1
NE	2005	Vinatieri	53	0
NE	2005	Vinatieri	48	1
NE	2005	Vinatieri	35	1
NE	2005	Vinatieri	43	1
NE	2005	Vinatieri	37	0
NE	2005	Vinatieri	24	1
NE	2005	Vinatieri	29	1
NE	2005	Vinatieri	39	1
NE	2005	Vinatieri	53	0
NE	2005	Vinatieri	38	1
NE	2005	Vinatieri	44	0
NE	2005	Vinatieri	35	1
NE	2005	Vinatieri	32	1
NE	2005	Vinatieri	33	1
NE	2005	Vinatieri	37	1
NE	2005	Vinatieri	29	1
NE	2005	Vinatieri	45	0
NE	2005	Vinatieri	21	1
NE	2005	Vinatieri	34	1
NE	2005	Vinatieri	22	1
NE	2005	Vinatieri	26	1
NE	2005	Vinatieri	49	1
NE	2005	Vinatieri	33	1
NE	2005	Vinatieri	40	1
NE	2005	Vinatieri	32	1
NE	2005	Vinatieri	43	0
STL	2005	Wilkins	30	1
STL	2005	Wilkins	41	1
STL	2005	Wilkins	33	1
STL	2005	Wilkins	41	1
STL	2005	Wilkins	29	1
STL	2005	Wilkins	46	1
STL	2005	Wilkins	37	1
STL	2005	Wilkins	48	0
STL	2005	Wilkins	40	1
STL	2005	Wilkins	29	1
STL	2005	Wilkins	49	1
STL	2005	Wilkins	48	0
STL	2005	Wilkins	41	1
STL	2005	Wilkins	31	1
STL	2005	Wilkins	36	1
STL	2005	Wilkins	39	1
STL	2005	Wilkins	47	1
STL	2005	Wilkins	32	1
STL	2005	Wilkins	37	1
STL	2005	Wilkins	47	1
STL	2005	Wilkins	51	1
STL	2005	Wilkins	23	1
STL	2005	Wilkins	26	1
STL	2005	Wilkins	53	1
STL	2005	Wilkins	28	1
STL	2005	Wilkins	50	1
STL	2005	Wilkins	51	1
STL	2005	Wilkins	49	1
STL	2005	Wilkins	27	0
STL	2005	Wilkins	53	0
STL	2005	Wilkins	20	1
PHI	2010	Akers	45	1
PHI	2010	Akers	24	1
PHI	2010	Akers	49	1
PHI	2010	Akers	23	1
PHI	2010	Akers	33	1
PHI	2010	Akers	53	0
PHI	2010	Akers	45	1
PHI	2010	Akers	37	0
PHI	2010	Akers	47	0
PHI	2010	Akers	37	0
PHI	2010	Akers	30	1
PHI	2010	Akers	25	1
PHI	2010	Akers	46	1
PHI	2010	Akers	46	1
PHI	2010	Akers	28	1
PHI	2010	Akers	22	1
PHI	2010	Akers	21	1
PHI	2010	Akers	31	1
PHI	2010	Akers	44	1
PHI	2010	Akers	48	1
PHI	2010	Akers	38	1
PHI	2010	Akers	24	1
PHI	2010	Akers	42	0
PHI	2010	Akers	28	1
PHI	2010	Akers	30	1
PHI	2010	Akers	45	1
PHI	2010	Akers	36	1
PHI	2010	Akers	22	1
PHI	2010	Akers	36	1
PHI	2010	Akers	36	1
PHI	2010	Akers	22	1
PHI	2010	Akers	39	1
PHI	2010	Akers	50	1
PHI	2010	Akers	28	1
PHI	2010	Akers	34	1
PHI	2010	Akers	54	0
PHI	2010	Akers	43	1
PHI	2010	Akers	22	1
PHI	2010	Akers	41	0
PHI	2010	Akers	29	1
PHI	2010	Akers	34	0
SF	2010	Andrus	47	0
SF	2010	Andrus	37	0
SF	2010	Andrus	38	1
SF	2010	Andrus	26	1
TB	2010	Barth	49	1
TB	2010	Barth	24	1
TB	2010	Barth	33	1
TB	2010	Barth	40	1
TB	2010	Barth	24	1
TB	2010	Barth	31	1
TB	2010	Barth	40	0
TB	2010	Barth	47	0
TB	2010	Barth	35	1
TB	2010	Barth	39	1
TB	2010	Barth	53	1
TB	2010	Barth	38	1
TB	2010	Barth	21	1
TB	2010	Barth	53	0
TB	2010	Barth	32	1
TB	2010	Barth	41	0
TB	2010	Barth	22	1
TB	2010	Barth	33	1
TB	2010	Barth	25	1
TB	2010	Barth	44	1
TB	2010	Barth	35	1
TB	2010	Barth	30	1
TB	2010	Barth	26	1
TB	2010	Barth	46	1
TB	2010	Barth	44	0
TB	2010	Barth	43	1
TB	2010	Barth	32	1
TB	2010	Barth	48	1
TEN	2010	Bironas	43	1
TEN	2010	Bironas	21	1
TEN	2010	Bironas	48	1
TEN	2010	Bironas	22	1
TEN	2010	Bironas	35	0
TEN	2010	Bironas	55	1
TEN	2010	Bironas	46	1
TEN	2010	Bironas	52	1
TEN	2010	Bironas	40	1
TEN	2010	Bironas	26	1
TEN	2010	Bironas	33	1
TEN	2010	Bironas	36	1
TEN	2010	Bironas	41	1
TEN	2010	Bironas	38	1
TEN	2010	Bironas	33	1
TEN	2010	Bironas	21	1
TEN	2010	Bironas	40	1
TEN	2010	Bironas	25	1
TEN	2010	Bironas	32	1
TEN	2010	Bironas	40	1
TEN	2010	Bironas	37	1
TEN	2010	Bironas	30	1
TEN	2010	Bironas	30	1
TEN	2010	Bironas	26	1
TEN	2010	Bironas	42	1
TEN	2010	Bironas	61	0
STL	2010	Brown	34	0
STL	2010	Brown	46	1
STL	2010	Brown	25	1
STL	2010	Brown	36	0
STL	2010	Brown	21	0
STL	2010	Brown	37	1
STL	2010	Brown	29	1
STL	2010	Brown	36	1
STL	2010	Brown	30	1
STL	2010	Brown	31	1
STL	2010	Brown	28	1
STL	2010	Brown	28	1
STL	2010	Brown	39	1
STL	2010	Brown	48	1
STL	2010	Brown	25	1
STL	2010	Brown	51	0
STL	2010	Brown	33	1
STL	2010	Brown	41	1
STL	2010	Brown	42	1
STL	2010	Brown	33	1
STL	2010	Brown	53	1
STL	2010	Brown	28	1
STL	2010	Brown	37	1
STL	2010	Brown	45	0
STL	2010	Brown	26	1
STL	2010	Brown	28	1
STL	2010	Brown	52	1
STL	2010	Brown	20	1
STL	2010	Brown	43	1
STL	2010	Brown	38	1
STL	2010	Brown	45	1
STL	2010	Brown	46	0
STL	2010	Brown	37	1
STL	2010	Brown	52	1
STL	2010	Brown	43	1
STL	2010	Brown	30	1
STL	2010	Brown	28	1
STL	2010	Brown	32	1
STL	2010	Brown	27	1
SD	2010	Brown	32	1
SD	2010	Brown	28	1
SD	2010	Brown	50	0
SD	2010	Brown	34	1
SD	2010	Brown	36	1
ATL	2010	Bryant	46	0
ATL	2010	Bryant	49	1
ATL	2010	Bryant	39	1
ATL	2010	Bryant	23	1
ATL	2010	Bryant	24	1
ATL	2010	Bryant	35	1
ATL	2010	Bryant	23	1
ATL	2010	Bryant	46	1
ATL	2010	Bryant	37	1
ATL	2010	Bryant	31	1
ATL	2010	Bryant	43	1
ATL	2010	Bryant	24	1
ATL	2010	Bryant	30	1
ATL	2010	Bryant	30	0
ATL	2010	Bryant	41	0
ATL	2010	Bryant	26	1
ATL	2010	Bryant	45	1
ATL	2010	Bryant	31	1
ATL	2010	Bryant	41	1
ATL	2010	Bryant	28	1
ATL	2010	Bryant	51	1
ATL	2010	Bryant	42	1
ATL	2010	Bryant	29	1
ATL	2010	Bryant	24	1
ATL	2010	Bryant	21	1
ATL	2010	Bryant	38	1
ATL	2010	Bryant	47	1
ATL	2010	Bryant	39	1
ATL	2010	Bryant	27	1
ATL	2010	Bryant	25	1
ATL	2010	Bryant	47	1
DAL	2010	Buehler	34	0
DAL	2010	Buehler	28	1
DAL	2010	Buehler	44	0
DAL	2010	Buehler	48	1
DAL	2010	Buehler	49	1
DAL	2010	Buehler	40	1
DAL	2010	Buehler	51	1
DAL	2010	Buehler	44	0
DAL	2010	Buehler	26	1
DAL	2010	Buehler	26	1
DAL	2010	Buehler	41	1
DAL	2010	Buehler	34	1
DAL	2010	Buehler	22	1
DAL	2010	Buehler	23	1
DAL	2010	Buehler	34	0
DAL	2010	Buehler	21	1
DAL	2010	Buehler	53	1
DAL	2010	Buehler	59	0
DAL	2010	Buehler	30	1
DAL	2010	Buehler	48	0
DAL	2010	Buehler	46	1
DAL	2010	Buehler	38	1
DAL	2010	Buehler	50	1
DAL	2010	Buehler	43	1
DAL	2010	Buehler	42	1
DAL	2010	Buehler	20	1
DAL	2010	Buehler	35	0
DAL	2010	Buehler	20	1
DAL	2010	Buehler	39	1
DAL	2010	Buehler	42	1
DAL	2010	Buehler	53	1
DAL	2010	Buehler	52	0
NO	2010	Carney	32	1
NO	2010	Carney	32	1
NO	2010	Carney	25	1
NO	2010	Carney	31	1
NO	2010	Carney	32	1
NO	2010	Carney	29	0
MIA	2010	Carpenter	32	1
MIA	2010	Carpenter	46	0
MIA	2010	Carpenter	43	1
MIA	2010	Carpenter	44	1
MIA	2010	Carpenter	20	1
MIA	2010	Carpenter	50	1
MIA	2010	Carpenter	53	0
MIA	2010	Carpenter	53	1
MIA	2010	Carpenter	41	1
MIA	2010	Carpenter	44	1
MIA	2010	Carpenter	39	1
MIA	2010	Carpenter	23	1
MIA	2010	Carpenter	22	1
MIA	2010	Carpenter	37	1
MIA	2010	Carpenter	40	1
MIA	2010	Carpenter	38	1
MIA	2010	Carpenter	42	1
MIA	2010	Carpenter	24	1
MIA	2010	Carpenter	54	1
MIA	2010	Carpenter	31	1
MIA	2010	Carpenter	19	1
MIA	2010	Carpenter	46	0
MIA	2010	Carpenter	23	1
MIA	2010	Carpenter	26	1
MIA	2010	Carpenter	42	1
MIA	2010	Carpenter	49	1
MIA	2010	Carpenter	51	0
MIA	2010	Carpenter	23	1
MIA	2010	Carpenter	44	1
MIA	2010	Carpenter	49	0
MIA	2010	Carpenter	25	1
MIA	2010	Carpenter	41	0
MIA	2010	Carpenter	60	1
MIA	2010	Carpenter	47	1
MIA	2010	Carpenter	48	0
MIA	2010	Carpenter	61	0
MIA	2010	Carpenter	53	0
MIA	2010	Carpenter	48	0
MIA	2010	Carpenter	40	1
MIA	2010	Carpenter	28	1
MIA	2010	Carpenter	40	0
GB	2010	Crosby	49	1
GB	2010	Crosby	56	1
GB	2010	Crosby	44	1
GB	2010	Crosby	24	1
GB	2010	Crosby	38	1
GB	2010	Crosby	37	0
GB	2010	Crosby	52	1
GB	2010	Crosby	36	1
GB	2010	Crosby	48	0
GB	2010	Crosby	53	0
GB	2010	Crosby	46	1
GB	2010	Crosby	26	1
GB	2010	Crosby	20	1
GB	2010	Crosby	45	0
GB	2010	Crosby	41	1
GB	2010	Crosby	40	1
GB	2010	Crosby	54	0
GB	2010	Crosby	26	1
GB	2010	Crosby	42	1
GB	2010	Crosby	22	1
GB	2010	Crosby	29	0
GB	2010	Crosby	43	1
GB	2010	Crosby	24	1
GB	2010	Crosby	42	1
GB	2010	Crosby	31	1
GB	2010	Crosby	19	1
GB	2010	Crosby	31	1
GB	2010	Crosby	23	1
GB	2010	Crosby	50	0
GB	2010	Crosby	43	1
GB	2010	Crosby	32	1
GB	2010	Crosby	23	1
BAL	2010	Cundiff	25	1
BAL	2010	Cundiff	38	1
BAL	2010	Cundiff	51	0
BAL	2010	Cundiff	49	1
BAL	2010	Cundiff	46	0
BAL	2010	Cundiff	33	1
BAL	2010	Cundiff	37	1
BAL	2010	Cundiff	26	1
BAL	2010	Cundiff	25	1
BAL	2010	Cundiff	41	1
BAL	2010	Cundiff	48	1
BAL	2010	Cundiff	38	1
BAL	2010	Cundiff	26	1
BAL	2010	Cundiff	39	1
BAL	2010	Cundiff	37	0
BAL	2010	Cundiff	20	1
BAL	2010	Cundiff	24	1
BAL	2010	Cundiff	22	1
BAL	2010	Cundiff	33	1
BAL	2010	Cundiff	49	1
BAL	2010	Cundiff	45	1
BAL	2010	Cundiff	24	1
BAL	2010	Cundiff	33	1
BAL	2010	Cundiff	32	1
BAL	2010	Cundiff	27	1
BAL	2010	Cundiff	27	1
BAL	2010	Cundiff	40	1
BAL	2010	Cundiff	25	1
BAL	2010	Cundiff	47	1
BAL	2010	Cundiff	19	1
BAL	2010	Cundiff	29	1
BAL	2010	Cundiff	29	1
BAL	2010	Cundiff	24	1
CLE	2010	Dawson	62	0
CLE	2010	Dawson	42	0
CLE	2010	Dawson	38	1
CLE	2010	Dawson	30	1
CLE	2010	Dawson	31	1
CLE	2010	Dawson	22	1
CLE	2010	Dawson	19	1
CLE	2010	Dawson	39	1
CLE	2010	Dawson	23	1
CLE	2010	Dawson	21	1
CLE	2010	Dawson	48	1
CLE	2010	Dawson	38	1
CLE	2010	Dawson	37	1
CLE	2010	Dawson	34	1
CLE	2010	Dawson	23	1
CLE	2010	Dawson	51	0
CLE	2010	Dawson	38	1
CLE	2010	Dawson	51	0
CLE	2010	Dawson	41	1
CLE	2010	Dawson	41	1
CLE	2010	Dawson	32	1
CLE	2010	Dawson	47	0
CLE	2010	Dawson	23	1
CLE	2010	Dawson	19	1
CLE	2010	Dawson	25	1
CLE	2010	Dawson	23	1
CLE	2010	Dawson	30	1
CLE	2010	Dawson	19	1
ARI	2010	Feely	22	1
ARI	2010	Feely	54	0
ARI	2010	Feely	42	1
ARI	2010	Feely	53	1
ARI	2010	Feely	37	1
ARI	2010	Feely	44	1
ARI	2010	Feely	29	1
ARI	2010	Feely	24	1
ARI	2010	Feely	22	1
ARI	2010	Feely	23	1
ARI	2010	Feely	36	1
ARI	2010	Feely	29	1
ARI	2010	Feely	31	1
ARI	2010	Feely	39	1
ARI	2010	Feely	45	1
ARI	2010	Feely	41	1
ARI	2010	Feely	36	1
ARI	2010	Feely	48	1
ARI	2010	Feely	55	1
ARI	2010	Feely	23	1
ARI	2010	Feely	49	0
ARI	2010	Feely	49	1
ARI	2010	Feely	23	1
ARI	2010	Feely	30	1
ARI	2010	Feely	49	0
ARI	2010	Feely	49	1
ARI	2010	Feely	48	1
NYJ	2010	Folk	23	1
NYJ	2010	Folk	28	1
NYJ	2010	Folk	48	1
NYJ	2010	Folk	49	1
NYJ	2010	Folk	36	1
NYJ	2010	Folk	61	0
NYJ	2010	Folk	30	1
NYJ	2010	Folk	30	0
NYJ	2010	Folk	19	1
NYJ	2010	Folk	25	1
NYJ	2010	Folk	53	1
NYJ	2010	Folk	22	1
NYJ	2010	Folk	34	1
NYJ	2010	Folk	31	1
NYJ	2010	Folk	56	1
NYJ	2010	Folk	37	0
NYJ	2010	Folk	31	1
NYJ	2010	Folk	36	1
NYJ	2010	Folk	30	1
NYJ	2010	Folk	27	1
NYJ	2010	Folk	48	0
NYJ	2010	Folk	24	0
NYJ	2010	Folk	25	1
NYJ	2010	Folk	47	0
NYJ	2010	Folk	37	1
NYJ	2010	Folk	33	1
NYJ	2010	Folk	53	0
NYJ	2010	Folk	30	1
NYJ	2010	Folk	27	1
NYJ	2010	Folk	44	0
NYJ	2010	Folk	53	0
NYJ	2010	Folk	39	1
NYJ	2010	Folk	35	1
NYJ	2010	Folk	42	1
NYJ	2010	Folk	25	1
NYJ	2010	Folk	34	1
NYJ	2010	Folk	26	1
NYJ	2010	Folk	34	1
NYJ	2010	Folk	28	1
NYJ	2010	Folk	32	1
NYJ	2010	Folk	30	0
NYJ	2010	Folk	42	1
WAS	2010	Gano	29	1
WAS	2010	Gano	49	1
WAS	2010	Gano	41	1
WAS	2010	Gano	27	1
WAS	2010	Gano	29	0
WAS	2010	Gano	52	0
WAS	2010	Gano	29	1
WAS	2010	Gano	24	1
WAS	2010	Gano	21	1
WAS	2010	Gano	26	1
WAS	2010	Gano	26	1
WAS	2010	Gano	51	0
WAS	2010	Gano	45	1
WAS	2010	Gano	33	1
WAS	2010	Gano	48	0
WAS	2010	Gano	39	1
WAS	2010	Gano	46	1
WAS	2010	Gano	37	0
WAS	2010	Gano	38	1
WAS	2010	Gano	46	1
WAS	2010	Gano	19	1
WAS	2010	Gano	51	0
WAS	2010	Gano	40	1
WAS	2010	Gano	42	1
WAS	2010	Gano	47	0
WAS	2010	Gano	48	1
WAS	2010	Gano	40	1
WAS	2010	Gano	42	1
WAS	2010	Gano	43	0
WAS	2010	Gano	34	0
WAS	2010	Gano	24	0
WAS	2010	Gano	25	1
WAS	2010	Gano	48	1
WAS	2010	Gano	31	1
WAS	2010	Gano	30	0
NE	2010	Gostkowski	32	1
NE	2010	Gostkowski	47	0
NE	2010	Gostkowski	56	0
NE	2010	Gostkowski	37	0
NE	2010	Gostkowski	43	1
NE	2010	Gostkowski	23	1
NE	2010	Gostkowski	30	1
NE	2010	Gostkowski	38	1
NE	2010	Gostkowski	24	1
NE	2010	Gostkowski	35	1
NE	2010	Gostkowski	40	1
NE	2010	Gostkowski	35	1
NE	2010	Gostkowski	35	1
CHI	2010	Gould	20	1
CHI	2010	Gould	31	1
CHI	2010	Gould	38	1
CHI	2010	Gould	40	1
CHI	2010	Gould	49	0
CHI	2010	Gould	25	1
CHI	2010	Gould	19	1
CHI	2010	Gould	40	1
CHI	2010	Gould	28	1
CHI	2010	Gould	53	1
CHI	2010	Gould	43	1
CHI	2010	Gould	34	1
CHI	2010	Gould	24	1
CHI	2010	Gould	54	0
CHI	2010	Gould	42	0
CHI	2010	Gould	43	0
CHI	2010	Gould	34	1
CHI	2010	Gould	37	1
CHI	2010	Gould	47	1
CHI	2010	Gould	24	1
CHI	2010	Gould	50	1
CHI	2010	Gould	23	1
CHI	2010	Gould	54	1
CHI	2010	Gould	29	1
CHI	2010	Gould	23	1
CHI	2010	Gould	34	1
CHI	2010	Gould	20	1
CHI	2010	Gould	37	1
CHI	2010	Gould	35	0
CHI	2010	Gould	30	1
NE	2010	Graham	31	1
NE	2010	Graham	36	1
NE	2010	Graham	25	1
NE	2010	Graham	19	1
NE	2010	Graham	41	1
NE	2010	Graham	30	1
NE	2010	Graham	25	1
NE	2010	Graham	29	1
NE	2010	Graham	38	1
NE	2010	Graham	34	1
NE	2010	Graham	26	1
NE	2010	Graham	28	1
NE	2010	Graham	34	1
NE	2010	Graham	35	1
DET	2010	Hanson	49	1
DET	2010	Hanson	44	0
DET	2010	Hanson	33	1
DET	2010	Hanson	55	0
DET	2010	Hanson	39	1
DET	2010	Hanson	52	1
DET	2010	Hanson	49	1
DET	2010	Hanson	24	1
DET	2010	Hanson	30	1
DET	2010	Hanson	48	1
DET	2010	Hanson	47	1
DET	2010	Hanson	50	1
DET	2010	Hanson	50	1
DET	2010	Hanson	32	1
NO	2010	Hartley	46	0
NO	2010	Hartley	32	0
NO	2010	Hartley	46	1
NO	2010	Hartley	19	1
NO	2010	Hartley	37	1
NO	2010	Hartley	32	1
NO	2010	Hartley	29	0
NO	2010	Hartley	27	1
NO	2010	Hartley	33	0
NO	2010	Hartley	32	1
NO	2010	Hartley	31	1
NO	2010	Hartley	23	1
NO	2010	Hartley	31	1
NO	2010	Hartley	36	1
NO	2010	Hartley	27	0
NO	2010	Hartley	50	1
NO	2010	Hartley	45	1
NO	2010	Hartley	28	1
NO	2010	Hartley	48	1
NO	2010	Hartley	24	1
NO	2010	Hartley	40	1
NO	2010	Hartley	47	1
NO	2010	Hartley	52	1
NO	2010	Hartley	45	1
NO	2010	Hartley	38	1
NO	2010	Hartley	26	1
NO	2010	Hartley	22	1
NO	2010	Hartley	21	1
DEN	2010	Hauschka	32	1
DEN	2010	Hauschka	40	0
DEN	2010	Hauschka	30	1
DEN	2010	Hauschka	46	1
DEN	2010	Hauschka	35	1
DEN	2010	Hauschka	45	1
DEN	2010	Hauschka	27	1
OAK	2010	Janikowski	34	1
OAK	2010	Janikowski	30	1
OAK	2010	Janikowski	53	0
OAK	2010	Janikowski	46	0
OAK	2010	Janikowski	38	1
OAK	2010	Janikowski	41	1
OAK	2010	Janikowski	22	1
OAK	2010	Janikowski	22	1
OAK	2010	Janikowski	54	1
OAK	2010	Janikowski	41	0
OAK	2010	Janikowski	23	1
OAK	2010	Janikowski	58	0
OAK	2010	Janikowski	32	0
OAK	2010	Janikowski	39	1
OAK	2010	Janikowski	50	1
OAK	2010	Janikowski	30	1
OAK	2010	Janikowski	27	1
OAK	2010	Janikowski	24	1
OAK	2010	Janikowski	40	1
OAK	2010	Janikowski	31	1
OAK	2010	Janikowski	31	1
OAK	2010	Janikowski	36	1
OAK	2010	Janikowski	45	0
OAK	2010	Janikowski	22	1
OAK	2010	Janikowski	49	1
OAK	2010	Janikowski	47	0
OAK	2010	Janikowski	23	1
OAK	2010	Janikowski	41	1
OAK	2010	Janikowski	33	1
OAK	2010	Janikowski	41	1
OAK	2010	Janikowski	30	1
OAK	2010	Janikowski	26	1
OAK	2010	Janikowski	49	1
OAK	2010	Janikowski	35	1
OAK	2010	Janikowski	47	1
OAK	2010	Janikowski	59	1
OAK	2010	Janikowski	38	1
OAK	2010	Janikowski	54	0
OAK	2010	Janikowski	51	1
OAK	2010	Janikowski	45	1
OAK	2010	Janikowski	38	1
SD	2010	Kaeding	41	1
SD	2010	Kaeding	29	1
SD	2010	Kaeding	38	0
SD	2010	Kaeding	48	1
SD	2010	Kaeding	47	1
SD	2010	Kaeding	43	1
SD	2010	Kaeding	34	1
SD	2010	Kaeding	41	1
SD	2010	Kaeding	49	0
SD	2010	Kaeding	52	0
SD	2010	Kaeding	28	1
SD	2010	Kaeding	33	1
SD	2010	Kaeding	50	1
SD	2010	Kaeding	30	1
SD	2010	Kaeding	20	1
SD	2010	Kaeding	39	1
SD	2010	Kaeding	50	0
SD	2010	Kaeding	33	1
SD	2010	Kaeding	48	1
SD	2010	Kaeding	25	1
SD	2010	Kaeding	39	1
SD	2010	Kaeding	20	1
SD	2010	Kaeding	28	1
SD	2010	Kaeding	42	1
SD	2010	Kaeding	45	1
SD	2010	Kaeding	47	1
SD	2010	Kaeding	37	1
SD	2010	Kaeding	53	0
CAR	2010	Kasay	21	1
CAR	2010	Kasay	52	1
CAR	2010	Kasay	43	1
CAR	2010	Kasay	24	1
CAR	2010	Kasay	51	0
CAR	2010	Kasay	53	1
CAR	2010	Kasay	47	1
CAR	2010	Kasay	55	1
CAR	2010	Kasay	37	1
CAR	2010	Kasay	44	1
CAR	2010	Kasay	20	1
CAR	2010	Kasay	40	0
CAR	2010	Kasay	46	1
CAR	2010	Kasay	28	1
CAR	2010	Kasay	48	1
CAR	2010	Kasay	45	1
CAR	2010	Kasay	40	1
CAR	2010	Kasay	43	1
CAR	2010	Kasay	42	1
CAR	2010	Kasay	46	0
CAR	2010	Kasay	43	1
CAR	2010	Kasay	42	0
CAR	2010	Kasay	36	1
CAR	2010	Kasay	28	1
CAR	2010	Kasay	29	1
CAR	2010	Kasay	24	1
CAR	2010	Kasay	43	1
CAR	2010	Kasay	27	1
CAR	2010	Kasay	23	1
BUF	2010	Lindell	51	1
BUF	2010	Lindell	63	0
BUF	2010	Lindell	39	1
BUF	2010	Lindell	39	1
BUF	2010	Lindell	34	1
BUF	2010	Lindell	51	0
BUF	2010	Lindell	29	1
BUF	2010	Lindell	22	1
BUF	2010	Lindell	21	1
BUF	2010	Lindell	50	1
BUF	2010	Lindell	43	1
BUF	2010	Lindell	53	0
BUF	2010	Lindell	41	0
BUF	2010	Lindell	33	0
BUF	2010	Lindell	29	1
BUF	2010	Lindell	32	1
BUF	2010	Lindell	49	1
BUF	2010	Lindell	30	1
BUF	2010	Lindell	19	1
BUF	2010	Lindell	29	1
BUF	2010	Lindell	26	1
MIN	2010	Longwell	41	1
MIN	2010	Longwell	28	1
MIN	2010	Longwell	31	1
MIN	2010	Longwell	38	1
MIN	2010	Longwell	28	1
MIN	2010	Longwell	24	1
MIN	2010	Longwell	21	1
MIN	2010	Longwell	35	1
MIN	2010	Longwell	36	1
MIN	2010	Longwell	39	0
MIN	2010	Longwell	33	1
MIN	2010	Longwell	24	1
MIN	2010	Longwell	31	1
MIN	2010	Longwell	38	1
MIN	2010	Longwell	21	1
MIN	2010	Longwell	30	1
MIN	2010	Longwell	27	1
MIN	2010	Longwell	48	1
SEA	2010	Mare	35	1
SEA	2010	Mare	23	1
SEA	2010	Mare	23	1
SEA	2010	Mare	22	1
SEA	2010	Mare	20	1
SEA	2010	Mare	31	1
SEA	2010	Mare	51	1
SEA	2010	Mare	24	1
SEA	2010	Mare	26	1
SEA	2010	Mare	51	0
SEA	2010	Mare	29	0
SEA	2010	Mare	47	1
SEA	2010	Mare	41	1
SEA	2010	Mare	34	1
SEA	2010	Mare	19	1
SEA	2010	Mare	23	1
SEA	2010	Mare	19	1
SEA	2010	Mare	29	0
SEA	2010	Mare	20	1
SEA	2010	Mare	43	1
SEA	2010	Mare	43	1
SEA	2010	Mare	20	1
SEA	2010	Mare	43	1
SEA	2010	Mare	24	1
SEA	2010	Mare	47	0
SEA	2010	Mare	43	0
SEA	2010	Mare	38	1
SEA	2010	Mare	31	1
SEA	2010	Mare	38	1
SEA	2010	Mare	34	1
SEA	2010	Mare	29	1
SEA	2010	Mare	39	1
SEA	2010	Mare	30	1
SF	2010	Nedney	23	1
SF	2010	Nedney	23	1
SF	2010	Nedney	51	1
SF	2010	Nedney	50	1
SF	2010	Nedney	40	0
SF	2010	Nedney	25	1
SF	2010	Nedney	24	1
SF	2010	Nedney	38	1
SF	2010	Nedney	34	1
SF	2010	Nedney	52	0
SF	2010	Nedney	26	1
SF	2010	Nedney	47	1
SF	2010	Nedney	29	1
CIN	2010	Nugent	54	1
CIN	2010	Nugent	36	1
CIN	2010	Nugent	30	1
CIN	2010	Nugent	46	1
CIN	2010	Nugent	38	1
CIN	2010	Nugent	25	1
CIN	2010	Nugent	33	1
CIN	2010	Nugent	50	1
CIN	2010	Nugent	24	1
CIN	2010	Nugent	44	0
CIN	2010	Nugent	25	1
CIN	2010	Nugent	31	1
CIN	2010	Nugent	35	1
CIN	2010	Nugent	20	1
CIN	2010	Nugent	53	0
CIN	2010	Nugent	33	1
CIN	2010	Nugent	51	0
CIN	2010	Nugent	45	0
CIN	2010	Nugent	27	1
CIN	2010	Pettrey	19	1
CIN	2010	Pettrey	43	0
CIN	2010	Pettrey	27	0
CIN	2010	Pettrey	28	1
DEN	2010	Prater	54	1
DEN	2010	Prater	20	1
DEN	2010	Prater	25	1
DEN	2010	Prater	34	1
DEN	2010	Prater	36	1
DEN	2010	Prater	36	1
DEN	2010	Prater	35	1
DEN	2010	Prater	36	1
DEN	2010	Prater	38	1
DEN	2010	Prater	59	1
DEN	2010	Prater	49	0
DEN	2010	Prater	48	1
DEN	2010	Prater	32	1
DEN	2010	Prater	58	0
DEN	2010	Prater	49	1
DEN	2010	Prater	40	1
DEN	2010	Prater	25	1
DEN	2010	Prater	41	1
HOU	2010	Rackers	30	1
HOU	2010	Rackers	49	1
HOU	2010	Rackers	47	0
HOU	2010	Rackers	47	1
HOU	2010	Rackers	43	1
HOU	2010	Rackers	35	1
HOU	2010	Rackers	24	1
HOU	2010	Rackers	30	1
HOU	2010	Rackers	46	0
HOU	2010	Rackers	35	1
HOU	2010	Rackers	38	1
HOU	2010	Rackers	53	1
HOU	2010	Rackers	27	1
HOU	2010	Rackers	21	1
HOU	2010	Rackers	25	1
